"","name"
"820","SaintMaryoftheWoodsCollege"
"821","CantonCollegeFoundationInc"
"822","FloridaMemorialUniversity"
"823","NewEnglandCollege"
"824","HoustonCommunityCollegeFoundation"
"825","DenverSeminary"
"826","BergenCommunityCollegeFoundation"
"827","CentraliaCollegeFoundation"
"828","DakotaStateUniversityFoundation"
"829","NortheastStateCommunityCollege"
"830","KeystoneCollege"
"831","NewJerseyCityUniversityFoundationInc"
"832","PellissippiStateCommunityCollegeFoundation"
"833","GreatBasinCollegeFoundation"
"834","SoutheasternUniversity"
"835","JSargentReynoldsCommunityCollegeFoundation"
"836","BlueRidgeCommunityCollegeFoundationInc"
"837","CaliforniaMaritimeAcademyFoundationInc"
"838","CollegeofStJoseph"
"839","HarfordCommunityCollegeFoundation"
