"","name"
"1775","NewEnglandLaw-Boston"
"1776","NewEnglandSchoolofPhotography"
"1777","NewburyCollege"
"1778","NicholsCollege"
"1779","MassachusettsCollegeofLiberalArts"
"1780","NorthBennetStreetSchool"
"1781","NorthShoreCommunityCollege"
"1782","TheNewEnglandInstituteofArt"
"1783","NortheasternUniversity"
"1784","NorthernEssexCommunityCollege"
"1785","CollegeofOurLadyoftheElms"
"1786","PineManorCollege"
"1787","PopeStJohnXXIIINationalSeminary"
"1788","QuincyCollege"
"1789","QuinsigamondCommunityCollege"
"1790","KaplanCareerInstitute-Charlestown"
"1791","RegisCollege"
"1792","RoxburyCommunityCollege"
"1793","SaintJohn'sSeminary"
"1794","SalemStateUniversity"
"1795","SalterCollege-WestBoylston"
"1796","SimmonsCollege"
"1797","BardCollegeatSimon'sRock"
"1798","SmithCollege"
"1799","SoutheasternTechnicalInstitute"
"1800","SpringfieldCollege"
"1801","SpringfieldTechnicalCommunityCollege"
"1802","UniversityofMassachusetts-Dartmouth"
"1803","StonehillCollege"
"1804","SuffolkUniversity"
"1805","RobRoyAcademy-Taunton"
"1806","TuftsUniversity"
"1807","WellesleyCollege"
"1808","WentworthInstituteofTechnology"
"1809","WesternNewEnglandUniversity"
"1810","WestfieldStateUniversity"
"1811","WheatonCollege"
"1812","WheelockCollege"
"1813","WilliamsCollege"
"1814","WorcesterPolytechnicInstitute"
"1815","WorcesterStateUniversity"
"1816","AdrianCollege"
"1817","AlbionCollege"
"1818","HillsdaleBeautyCollege"
"1819","NorthwesternTechnologicalInstitute"
"1820","AlmaCollege"
"1821","AlpenaCommunityCollege"
"1822","AndrewsUniversity"
"1823","AquinasCollege"
"1824","BakerCollegeofOwosso"
"1825","BakerCollege"
"1826","BaydeNocCommunityCollege"
"1827","BayshireAcademyofBeautyCraftInc"
"1828","CalvinCollege"
"1829","CalvinTheologicalSeminary"
"1830","CarnegieInstitute"
"1831","MichiganSchoolofProfessionalPsychology"
"1832","CentralMichiganUniversity"
"1833","MottCommunityCollege"
"1834","EmpireBeautySchool-Michigan"
"1835","ClearyUniversity"
"1836","ConcordiaUniversity-AnnArbor"
"1837","CranbrookAcademyofArt"
"1838","CollegeforCreativeStudies"
"1839","DavenportUniversity"
"1840","DavidPressleySchoolofCosmetology"
"1841","DeltaCollege"
"1842","DetroitBusinessInstitute-Downriver"
"1843","MichiganStateUniversity-CollegeofLaw"
"1844","MIATCollegeofTechnology"
"1845","UniversityofDetroitMercy"
"1846","DorseyBusinessSchools-MadisonHeights"
"1847","DorseyBusinessSchools-Southgate"
"1848","EasternMichiganUniversity"
"1849","FerrisStateUniversity"
"1850","FlintInstituteofBarberingInc"
"1851","GlenOaksCommunityCollege"
"1852","KetteringUniversity"
"1853","GogebicCommunityCollege"
"1854","GraceBibleCollege"
"1855","CornerstoneUniversity"
"1856","EverestInstitute-GrandRapids"
"1857","GrandRapidsCommunityCollege"
"1858","GrandValleyStateUniversity"
"1859","GreatLakesChristianCollege"
"1860","HenryFordCollege"
"1861","HopeCollege"
"1862","ITTTechnicalInstitute-Wyoming"
"1863","JacksonCollege"
"1864","WrightBeautyAcademy"
"1865","KalamazooCollege"
"1866","KalamazooValleyCommunityCollege"
"1867","KelloggCommunityCollege"
"1868","KirtlandCommunityCollege"
"1869","MichiganCollegeofBeauty-Monroe"
"1870","LakeMichiganCollege"
"1871","LakeSuperiorStateUniversity"
"1872","LansingCommunityCollege"
"1873","LawrenceTechnologicalUniversity"
"1874","MJMurphyBeautyCollegeofMountPleasant"
"1875","MacombCommunityCollege"
"1876","MadonnaUniversity"
"1877","MarygroveCollege"
"1878","RochesterCollege"
"1879","UniversityofMichigan-AnnArbor"
"1880","MichiganBarberSchoolInc"
"1881","MichiganStateUniversity"
"1882","MichiganTechnologicalUniversity"
"1883","UniversityofMichigan-Dearborn"
"1884","UniversityofMichigan-Flint"
"1885","MidMichiganCommunityCollege"
"1886","MonroeCountyCommunityCollege"
"1887","MontcalmCommunityCollege"
"1888","MrBela'sSchoolofCosmetologyInc"
"1889","BakerCollegeofMuskegon"
"1890","MuskegonCommunityCollege"
"1891","EverestCollege-Skokie"
"1892","EverestInstitute-Southfield"
"1893","NorthCentralMichiganCollege"
"1894","NorthernMichiganUniversity"
"1895","PaulMitchelltheSchool-Escanaba"
"1896","NorthwesternMichiganCollege"
"1897","NorthwoodUniversity-Michigan"
"1898","OaklandCommunityCollege"
"1899","OaklandUniversity"
"1900","OlivetCollege"
"1901","PortHuronCosmetologyCollege"
"1902","KuyperCollege"
"1903","RossMedicalEducationCenter-Lansing"
"1904","RossMedicalEducationCenter-MadisonHeights"
"1905","RossMedicalEducationCenter-Flint"
"1906","SacredHeartMajorSeminary"
"1907","SaginawValleyStateUniversity"
"1908","SchoolcraftCollege"
"1909","SienaHeightsUniversity"
"1910","StClairCountyCommunityCollege"
"1911","SouthwesternMichiganCollege"
"1912","SpecsHowardSchoolofMediaArts"
"1913","SpringArborUniversity"
"1914","MichiganCareerandTechnicalInstitute"
"1915","FinlandiaUniversity"
"1916","WesternMichiganUniversity-ThomasM.CooleyLawSchool"
"1917","TwinCityBeautyCollege"
"1918","WalshCollegeofAccountancyandBusinessAdministration"
"1919","WashtenawCommunityCollege"
"1920","WayneCountyCommunityCollegeDistrict"
"1921","WayneStateUniversity"
"1922","WestShoreCommunityCollege"
"1923","WesternMichiganUniversity"
"1924","WesternTheologicalSeminary"
"1925","WrightBeautyAcademy"
"1926","AcademyCollege"
"1927","AlexandriaTechnical&CommunityCollege"
"1928","AmericanIndianOICInc"
"1929","AnokaTechnicalCollege"
"1930","Anoka-RamseyCommunityCollege"
"1931","AugsburgCollege"
"1932","RiverlandCommunityCollege"
"1933","NorthwestTechnicalCollege"
"1934","BemidjiStateUniversity"
"1935","BethanyLutheranCollege"
"1936","BethelUniversity"
"1937","BethelSeminary-StPaul"
"1938","CentralLakesCollege-Brainerd"
"1939","CarletonCollege"
"1940","ConcordiaCollegeatMoorhead"
"1941","ConcordiaUniversity-SaintPaul"
"1942","DakotaCountyTechnicalCollege"
"1943","MartinLutherCollege"
"1944","LakeSuperiorCollege"
"1945","CosmetologyCareersUnlimitedCollegeofHairSkinandNails"
"1946","DuluthBusinessUniversity"
"1947","MinnesotaStateCommunityandTechnicalCollege"
"1948","GlobeUniversity-Woodbury"
"1949","MinnesotaWestCommunityandTechnicalCollege"
"1950","GustavusAdolphusCollege"
"1951","HamlineUniversity"
"1952","HazeldenBettyFordGraduateSchoolofAddictionStudies"
"1953","HennepinTechnicalCollege"
"1954","CosmetologyCareersUnlimitedCollegeofHairSkinandNails"
"1955","HibbingCommunityCollege"
"1956","AvedaInstitute-Minneapolis"
"1957","InverHillsCommunityCollege"
"1958","ItascaCommunityCollege"
"1959","TheArtInstitutesInternational-Minnesota"
"1960","LutherSeminary"
"1961","MacalesterCollege"
"1962","SouthCentralCollege"
"1963","MinnesotaStateUniversity-Mankato"
"1964","RegencyBeautyInstitute-Blaine"
"1965","MayoMedicalSchool"
"1966","MayoSchoolofHealthSciences"
"1967","ArgosyUniversity-TwinCities"
"1968","MesabiRangeCollege"
"1969","MetropolitanStateUniversity"
"1970","UniversityofMinnesota-TwinCities"
"1971","UniversityofMinnesota-Crookston"
"1972","MinneapolisBusinessCollege"
"1973","MinneapolisCollegeofArtandDesign"
"1974","MinneapolisCommunityandTechnicalCollege"
"1975","HerzingUniversity-Minneapolis"
"1976","MinnesotaSchoolofCosmetology-WoodburyCampus"
"1977","CrossroadsCollege"
"1978","UniversityofMinnesota-Duluth"
"1979","UniversityofMinnesota-Morris"
"1980","MinnesotaSchoolofBusiness-Richfield"
"1981","ModelCollegeofHairDesign"
"1982","MinnesotaStateUniversityMoorhead"
"1983","NorthHennepinCommunityCollege"
"1984","NationalAmericanUniversity-Roseville"
"1985","Sanford-BrownCollege-MendotaHeights"
"1986","NormandaleCommunityCollege"
"1987","NorthCentralUniversity"
"1988","NorthlandCommunityandTechnicalCollege"
"1989","NorthwestTechnicalInstitute"
"1990","UniversityofNorthwestern-StPaul"
"1991","NorthwesternHealthSciencesUniversity"
"1992","OakHillsChristianCollege"
"1993","RegencyBeautyInstitute-Burnsville"
"1994","PineTechnical&CommunityCollege"
"1995","RainyRiverCommunityCollege"
"1996","RochesterCommunityandTechnicalCollege"
"1997","CollegeofSaintBenedict"
"1998","StCloudTechnicalandCommunityCollege"
"1999","RegencyBeautyInstitute-StCloud"
"2000","SaintCloudStateUniversity"
"2001","SaintJohnsUniversity"
"2002","SaintMary'sUniversityofMinnesota"
"2003","StOlafCollege"
"2004","CrownCollege"
"2005","TheCollegeofSaintScholastica"
"2006","UniversityofStThomas"
"2007","CollegeofVisualArts"
"2008","EmpireBeautySchool-Bloomington"
"2009","StCatherineUniversity"
"2010","RasmussenCollege-Minnesota"
"2011","SaintPaulCollege"
"2012","SouthwestMinnesotaStateUniversity"
"2013","SummitAcademyOpportunitiesIndustrializationCenter"
"2014","UnitedTheologicalSeminaryoftheTwinCities"
"2015","VermilionCommunityCollege"
"2016","DunwoodyCollegeofTechnology"
"2017","RidgewaterCollege"
"2018","MinnesotaStateCollege-SoutheastTechnical"
"2019","WinonaStateUniversity"
"2020","WilliamMitchellCollegeofLaw"
"2021","CenturyCollege"
"2022","AlcornStateUniversity"
"2023","BelhavenUniversity"
"2024","BlueMountainCollege"
"2025","ChrisBeautyCollege"
"2026","CoahomaCommunityCollege"
"2027","AntonelliCollege-Jackson"
"2028","Copiah-LincolnCommunityCollege"
"2029","CreationsCollegeofCosmetology"
"2030","DeltaBeautyCollege"
"2031","DeltaStateUniversity"
"2032","EastCentralCommunityCollege"
"2033","EastMississippiCommunityCollege"
"2034","FostersCosmetologyCollege"
"2035","AcademyofHairDesign-Grenada"
"2036","HindsCommunityCollege"
"2037","HolmesCommunityCollege"
"2038","ItawambaCommunityCollege"
"2039","JacksonStateUniversity"
"2040","JonesCountyJuniorCollege"
"2041","MeridianCommunityCollege"
"2042","MillsapsCollege"
"2043","MississippiDeltaCommunityCollege"
"2044","UniversityofMississippi"
"2045","UniversityofMississippiMedicalCenter"
"2046","MississippiUniversityforWomen"
"2047","MississippiValleyStateUniversity"
"2048","MississippiCollege"
"2049","MississippiCollegeofBeautyCulture"
"2050","MississippiGulfCoastCommunityCollege"
"2051","MississippiStateUniversity"
"2052","NortheastMississippiCommunityCollege"
"2053","NorthwestMississippiCommunityCollege"
"2054","PearlRiverCommunityCollege"
"2055","RustCollege"
"2056","SoutheasternBaptistCollege"
"2057","SouthwestMississippiCommunityCollege"
"2058","UniversityofSouthernMississippi"
"2059","MagnoliaCollegeofCosmetology"
"2060","TougalooCollege"
"2061","WesleyBiblicalSeminary"
"2062","WilliamCareyUniversity"
"2063","AnthemCollege-MarylandHeights"
"2064","AquinasInstituteofTheology"
"2065","AssembliesofGodTheologicalSeminary"
"2066","AvilaUniversity"
"2067","ITTTechnicalInstitute-EarthCity"
"2068","BaptistBibleCollege"
"2069","HouseofHeavilinBeautyCollege-BlueSprings"
"2070","BoonslickTechnicalEducationCenter"
"2071","CoxCollege"
"2072","CalvaryBibleCollegeandTheologicalSeminary"
"2073","CapeGirardeauCareerandTechnologyCenter"
"2074","CentralChristianCollegeoftheBible"
"2075","CentralBibleCollege"
"2076","CentralMethodistUniversity-CollegeofLiberalArtsandSciences"
"2077","UniversityofCentralMissouri"
"2078","GrandRiverTechnicalSchool"
"2079","ChillicotheBeautyAcademyInc"
"2080","ClevelandUniversity-KansasCity"
"2081","ColumbiaAreaCareerCenter"
"2082","ColumbiaCollege"
"2083","ConceptionSeminaryCollege"
"2084","ConcordiaSeminary"
"2085","CotteyCollege"
"2086","CovenantTheologicalSeminary"
"2087","CrowderCollege"
"2088","Culver-StocktonCollege"
"2089","DeVryUniversity-Missouri"
"2090","DruryUniversity"
"2091","EastCentralCollege"
"2092","EdenTheologicalSeminary"
"2093","ElaineStevenBeautyCollege"
"2094","PinnacleCareerInstitute-SouthKansasCity"
"2095","EvangelUniversity"
"2096","FontbonneUniversity"
"2097","ForestInstituteofProfessionalPsychology"
"2098","FourRiversCareerCenter"
"2099","OzarksTechnicalCommunityCollege"
"2100","Hannibal-LaGrangeUniversity"
"2101","Harris-StoweStateUniversity"
"2102","HickeyCollege"
"2103","HouseofHeavilinBeautyCollege-KansasCity"
"2104","IndependenceCollegeofCosmetology"
"2105","JeffersonCollege"
"2106","PaulMitchelltheSchool-MissouriColumbia"
"2107","Barnes-JewishCollegeGoldfarbSchoolofNursing"
"2108","KansasCityArtInstitute"
"2109","KenrickGlennonSeminary"
"2110","ATStillUniversityofHealthSciences"
"2111","LakeCareerandTechnicalCenter"
"2112","LexLa-RayTechnicalCenter"
"2113","LincolnUniversity"
"2114","LindenwoodUniversity"
"2115","StateTechnicalCollegeofMissouri"
"2116","LoganUniversity"
"2117","MetropolitanCommunityCollege-KansasCity"
"2118","LutheranSchoolofNursing"
"2119","MaryvilleUniversityofSaintLouis"
"2120","MerrellUniversityofBeautyArtsandScience"
"2121","MetroBusinessCollege-CapeGirardeau"
"2122","MidwestInstitute"
"2123","MidwesternBaptistTheologicalSeminary"
"2124","MineralAreaCollege"
"2125","WestwoodCollege-O'HareAirport"
"2126","MissouriBaptistUniversity"
"2127","NationalAcademyofBeautyArts-Farmington"
"2128","MissouriCollege"
"2129","MissouriSchoolofBarbering&Hairstyling-St.Louis"
"2130","MissouriSouthernStateUniversity"
"2131","MissouriTech"
"2132","MissouriValleyCollege"
"2133","MissouriWesternStateUniversity"
"2134","UniversityofMissouri-Columbia"
"2135","UniversityofMissouri-KansasCity"
"2136","MissouriUniversityofScienceandTechnology"
"2137","UniversityofMissouri-StLouis"
"2138","MoberlyAreaCommunityCollege"
"2139","HillyardTechnicalCenter"
"2140","NationalAcademyofBeautyArts-StLouis"
"2141","NazareneTheologicalSeminary"
"2142","NeoshoBeautyCollege"
"2143","NicholsCareerCenter"
"2144","NorthwestTechnicalSchool"
"2145","TrumanStateUniversity"
"2146","NorthwestMissouriStateUniversity"
"2147","OzarkChristianCollege"
"2148","CollegeoftheOzarks"
"2149","ParkUniversity"
"2150","Stevens-TheInstituteofBusiness&Arts"
"2151","PoplarBluffTechnicalCareerCenter"
"2152","RankenTechnicalCollege"
"2153","ResearchCollegeofNursing"
"2154","RockhurstUniversity"
"2155","RollaTechnicalInstitute/Center"
"2156","EverestCollege-Springfield"
"2157","SaintLouisUniversity"
"2158","SalemCollegeofHairstyling"
"2159","Sanford-BrownCollege-Fenton"
"2160","AmericanCollegeofHairDesignInc"
"2161","SikestonCareerandTechnologyCenter"
"2162","SaintLouisChristianCollege"
"2163","StLouisCollegeofPharmacy"
"2164","SaintLouisCommunityCollege"
"2165","SaintPaulSchoolofTheology"
"2166","SouthwestBaptistUniversity"
"2167","MissouriStateUniversity-WestPlains"
"2168","MercyHospitalSpringfield-SchoolofRadiologicTechnology"
"2169","SaintLuke'sCollegeofHealthSciences"
"2170","StLouisCollegeofHealthCareers-StLouis"
"2171","StateFairCommunityCollege"
"2172","StephensCollege"
"2173","SoutheastMissouriStateUniversity"
"2174","MissouriStateUniversity-Springfield"
"2175","ThreeRiversCommunityCollege"
"2176","NorthCentralMissouriCollege"
"2177","EldonCareerCenter"
"2178","TrumanMedicalCenterSchoolofNurseAnesthesia"
"2179","KansasCityUniversityofMedicineandBiosciences"
"2180","WashingtonUniversityinStLouis"
"2181","WebsterUniversity"
"2182","WentworthMilitaryAcademyandCollege"
"2183","WestminsterCollege"
"2184","WilliamJewellCollege"
"2185","WilliamWoodsUniversity"
"2186","AcademyofCosmetology"
"2187","BlackfeetCommunityCollege"
"2188","ButteAcademyofBeautyCulture"
"2189","HighlandsCollegeofMontanaTech"
"2190","Crevier'sAcademyofCosmetologyArts"
"2191","CarrollCollege"
"2192","DawsonCommunityCollege"
"2193","ChiefDullKnifeCollege"
"2194","MontanaStateUniversity-Billings"
"2195","FlatheadValleyCommunityCollege"
"2196","AaniiihNakodaCollege"
"2197","FortPeckCommunityCollege"
"2198","GreatFallsCollegeMontanaStateUniversity"
"2199","UniversityofGreatFalls"
"2200","HelenaCollegeUniversityofMontana"
"2201","LittleBigHornCollege"
"2202","MilesCommunityCollege"
"2203","ModernBeautySchoolInc"
"2204","MontanaTechoftheUniversityofMontana"
"2205","MontanaStateUniversity"
"2206","TheUniversityofMontana"
"2207","MontanaStateUniversity-Northern"
"2208","RockyMountainCollege"
"2209","SalishKootenaiCollege"
"2210","TheUniversityofMontana-Western"
"2211","La'JamesInternationalCollege"
"2212","BellevueUniversity"
"2213","ClarksonCollege"
"2214","BryanCollegeofHealthSciences"
"2215","CentralCommunityCollege"
"2216","ChadronStateCollege"
"2217","CollegeofHairDesign-Downtown"
"2218","ConcordiaUniversity-Nebraska"
"2219","CreightonUniversity"
"2220","DoaneUniversity-Arts&Sciences"
"2221","GraceUniversity"
"2222","HastingsCollege"
"2223","CHIHealthSchoolofRadiologicTechnology"
"2224","Joseph'sCollegeCosmetology"
"2225","UniversityofNebraskaatKearney"
"2226","KaplanUniversity-LincolnCampus"
"2227","NebraskaMethodistCollegeofNursing&AlliedHealth"
"2228","MetropolitanCommunityCollegeArea"
"2229","Mid-PlainsCommunityCollege"
"2230","MidlandUniversity"
"2231","NebraskaChristianCollege"
"2232","UniversityofNebraskaatOmaha"
"2233","KaplanUniversity-OmahaCampus"
"2234","NebraskaIndianCommunityCollege"
"2235","UniversityofNebraskaMedicalCenter"
"2236","NebraskaWesleyanUniversity"
"2237","UniversityofNebraska-Lincoln"
"2238","NortheastCommunityCollege"
"2239","PeruStateCollege"
"2240","CollegeofSaintMary"
"2241","SoutheastCommunityCollegeArea"
"2242","UnionCollege"
"2243","VatterottCollege-SpringValley"
"2244","NebraskaCollegeofTechnicalAgriculture"
"2245","WayneStateCollege"
"2246","RegionalWestMedicalCenterSchoolofRadiologicTechnology"
"2247","WesternNebraskaCommunityCollege"
"2248","YorkCollege"
"2249","AcademyofHairDesign-LasVegas"
"2250","CareerCollegeofNorthernNevada"
"2251","CollegeofSouthernNevada"
"2252","TheArtInstituteofLasVegas"
"2253","EverestCollege-Henderson"
"2254","MarinelloSchoolsofBeauty-LasVegas"
"2255","UniversityofNevada-LasVegas"
"2256","UniversityofNevada-Reno"
"2257","GreatBasinCollege"
"2258","MarinelloSchoolsofBeauty-Reno"
"2259","MorrisonUniversity"
"2260","SierraNevadaCollege"
"2261","TruckeeMeadowsCommunityCollege"
"2262","WesternNevadaCollege"
"2263","Colby-SawyerCollege"
"2264","ContinentalAcademieofHairDesign-Hudson"
"2265","DanielWebsterCollege"
"2266","DartmouthCollege"
"2267","EmpireBeautySchool-Laconia"
"2268","EmpireBeautySchool-Somersworth"
"2269","FranklinPierceUniversity"
"2270","UniversityofNewHampshire-SchoolofLaw"
"2271","MountWashingtonCollege"
"2272","KeeneBeautyAcademy"
"2273","LebanonCollege"
"2274","MichaelsSchoolofHairDesignandEsthetics-PaulMitchellPartnerSchool"
"2275","NewEnglandCollege"
"2276","NewEnglandSchoolofHairDesign"
"2277","SouthernNewHampshireUniversity"
"2278","NewHampshireInstituteforTherapeuticArts"
"2279","UniversityofNewHampshire-MainCampus"
"2280","KeeneStateCollege"
"2281","UniversityofNewHampshireatManchester"
"2282","PlymouthStateUniversity"
"2283","NHTI-Concord'sCommunityCollege"
"2284","WhiteMountainsCommunityCollege"
"2285","RiverValleyCommunityCollege"
"2286","LakesRegionCommunityCollege"
"2287","ManchesterCommunityCollege"
"2288","NashuaCommunityCollege"
"2289","GreatBayCommunityCollege"
"2290","PaulMitchelltheSchool-Portsmouth"
"2291","RivierUniversity"
"2292","SaintAnselmCollege"
"2293","StJosephSchoolofNursing"
"2294","GraniteStateCollege"
"2295","ThomasMoreCollegeofLiberalArts"
"2296","EastwickCollege-Hackensack"
"2297","AtlanticCapeCommunityCollege"
"2298","FortisInstitute-Wayne"
"2299","BergenCommunityCollege"
"2300","BerkeleyCollege-WoodlandPark"
"2301","BethMedrashGovoha"
"2302","BloomfieldCollege"
"2303","BrookdaleCommunityCollege"
"2304","RowanCollegeatBurlingtonCounty"
"2305","CaldwellUniversity"
"2306","CamdenCountyCollege"
"2307","CentenaryCollege"
"2308","AdultandContinuingEducation-BCTS"
"2309","BranfordHallCareerInstitute-Parsippany"
"2310","LincolnTechnicalInstitute-Edison"
"2311","AmericanInstitute-Clifton"
"2312","DoverBusinessCollege"
"2313","EmpireBeautySchool-Ocean"
"2314","CooperHealthSystemCenterforAlliedHealthEducation"
"2315","CountyCollegeofMorris"
"2316","CumberlandCountyCollege"
"2317","DeVryUniversity-NewJersey"
"2318","DiversAcademyInternational"
"2319","DrakeCollegeofBusiness-Elizabeth"
"2320","DrewUniversity"
"2321","duCretSchoolofArts"
"2322","LincolnTechnicalInstitute-SouthPlainfield"
"2323","EssexCountyCollege"
"2324","EmpireBeautySchool-Union"
"2325","FairleighDickinsonUniversity-MetropolitanCampus"
"2326","FelicianUniversity"
"2327","FairleighDickinsonUniversity-CollegeatFlorham"
"2328","HohokusSchoolofTradeandTechnicalSciences"
"2329","GeorgianCourtUniversity"
"2330","RowanUniversity"
"2331","RowanCollegeatGloucesterCounty"
"2332","EmpireBeautySchool-CherryHill"
"2333","HarrisSchoolofBusiness-CherryHillCampus"
"2334","EastwickCollege-Ramsey"
"2335","HolyNameMedicalCenterSchoolofNursing"
"2336","HudsonCountyCommunityCollege"
"2337","NewJerseyCityUniversity"
"2338","JoeKubertSchoolofCartoonandGraphicArt"
"2339","KeanUniversity"
"2340","HarrisSchoolofBusiness-VoorheesCampus"
"2341","LincolnTechnicalInstitute-Union"
"2342","RizzieriAvedaSchoolforBeautyandWellness"
"2343","MercerCountyCommunityCollege"
"2344","MiddlesexCountyCollege"
"2345","MonmouthUniversity"
"2346","MontclairStateUniversity"
"2347","HackensackUMCMountainsideSchoolofNursing"
"2348","JFKMuhlenbergHaroldB&DorothyASnyderSchools-SchoolofNursing"
"2349","EastwickCollege-Nutley"
"2350","EmpireBeautySchool-JerseyCity"
"2351","NewBrunswickTheologicalSeminary"
"2352","RobertFianceBeautySchools-WestNewYork"
"2353","NewJerseyInstituteofTechnology"
"2354","OceanCountyCollege"
"2355","OmegaInstitute"
"2356","PBCosmetologyEducationCenter"
"2357","ParisianBeautySchool"
"2358","PassaicCountyCommunityCollege"
"2359","PenncoTech-Blackwood"
"2360","PrincetonTheologicalSeminary"
"2361","PrincetonUniversity"
"2362","RabbinicalCollegeofAmerica"
"2363","RamapoCollegeofNewJersey"
"2364","RobertFianceBeautySchools-PerthAmboy"
"2365","RiderUniversity"
"2366","RomanAcademyofBeautyCulture"
"2367","RutgersUniversity-Camden"
"2368","RutgersUniversity-NewBrunswick"
"2369","RutgersUniversity-Newark"
"2370","StFrancisMedicalCenter-SchoolofRadiologicTechnology"
"2371","SaintFrancisMedicalCenterSchoolofNursing"
"2372","SaintPeter'sUniversity"
"2373","SalemCommunityCollege"
"2374","SetonHallUniversity"
"2375","AtlanticBeauty&SpaAcademyLLC"
"2376","CollegeofSaintElizabeth"
"2377","RaritanValleyCommunityCollege"
"2378","StevensInstituteofTechnology"
"2379","StocktonUniversity"
"2380","TalmudicalAcademy-NewJersey"
"2381","TeterboroSchoolofAeronautics"
"2382","ThomasEdisonStateUniversity"
"2383","TheCollegeofNewJersey"
"2384","Sanford-BrownInstitute-Iselin"
"2385","UnionCountyCollege"
"2386","UniversityofMedicineandDentistryofNewJersey"
"2387","WilliamPatersonUniversityofNewJersey"
"2388","OlympianAcademyofCosmetology"
"2389","CentralNewMexicoCommunityCollege"
"2390","NavajoTechnicalUniversity"
"2391","DeWolffCollegeHairStylingandCosmetology"
"2392","NewMexicoStateUniversity-DonaAna"
"2393","ClovisCommunityCollege"
"2394","EasternNewMexicoUniversity-MainCampus"
"2395","EasternNewMexicoUniversity-RoswellCampus"
"2396","InstituteofAmericanIndianandAlaskaNativeCulture"
"2397","NewMexicoHighlandsUniversity"
"2398","NewMexicoJuniorCollege"
"2399","NewMexicoMilitaryInstitute"
"2400","UniversityofNewMexico-GallupCampus"
"2401","NewMexicoInstituteofMiningandTechnology"
"2402","UniversityofNewMexico-LosAlamosCampus"
"2403","UniversityofNewMexico-MainCampus"
"2404","NewMexicoStateUniversity-Alamogordo"
"2405","NewMexicoStateUniversity-Carlsbad"
"2406","NewMexicoStateUniversity-Grants"
"2407","NewMexicoStateUniversity-MainCampus"
"2408","UniversityofNewMexico-ValenciaCountyCampus"
"2409","NorthernNewMexicoCollege"
"2410","SanJuanCollege"
"2411","SantaFeCommunityCollege"
"2412","SantaFeUniversityofArtandDesign"
"2413","UniversityoftheSouthwest"
"2414","SouthwesternCollege"
"2415","SouthwesternIndianPolytechnicInstitute"
"2416","UniversityofNewMexico-TaosCampus"
"2417","MesalandsCommunityCollege"
"2418","VogueCollegeofCosmetology-SantaFe"
"2419","WesternNewMexicoUniversity"
"2420","VaughnCollegeofAeronauticsandTechnology"
"2421","AdelphiUniversity"
"2422","AdirondackCommunityCollege"
"2423","GlobeInstituteofTechnology"
"2424","Bryant&StrattonCollege-Albany"
"2425","AlbanyCollegeofPharmacyandHealthSciences"
"2426","AlbanyLawSchool"
"2427","AlbanyMedicalCollege"
"2428","AlfredUniversity"
"2429","AllenSchool-Brooklyn"
"2430","TheAileySchool"
"2431","AmericanAcademyofDramaticArts-NewYork"
"2432","AmericanAcademyMcAllisterInstituteofFuneralService"
"2433","JoffreyBalletSchool"
"2434","AmericanMusicalandDramaticAcademy"
"2435","ApexTechnicalSchool"
"2436","ArnotOgdenMedicalCenter"
"2437","AssociatedBethRivkahSchools"
"2438","Austin'sSchoolofSpaTechnology"
"2439","BankStreetCollegeofEducation"
"2440","BardCollege"
"2441","BarnardCollege"
"2442","BerkTradeandBusinessSchool"
"2443","BerkeleyCollege-NewYork"
"2444","BethHatalmudRabbinicalCollege"
"2445","BethHamedrashShaareiYosherInstitute"
"2446","PhillipsBethIsraelSchoolofNursing"
"2447","HairDesignInstituteatFifthAvenue-Brooklyn"
"2448","BoricuaCollege"
"2449","BramsonORTCollege"
"2450","BriarcliffeCollege"
"2451","BrittanyBeautySchool"
"2452","AmericanBeautySchool"
"2453","BrooklynLawSchool"
"2454","SUNYBroomeCommunityCollege"
"2455","Bryant&StrattonCollege-Amherst"
"2456","Bryant&StrattonCollege-SyracuseNorth"
"2457","Bryant&StrattonCollege-Syracuse"
"2458","Bryant&StrattonCollege-Buffalo"
"2459","Bryant&StrattonCollege-Greece"
"2460","BusinessInformaticsCenterInc"
"2461","CanisiusCollege"
"2462","CapriCosmetologyLearningCenters"
"2463","StPaul'sSchoolofNursing-Queens"
"2464","CayugaCountyCommunityCollege"
"2465","CazenoviaCollege"
"2466","CentralYeshivaTomcheiTmimimLubavitz"
"2467","CherylFellsSchoolofBusiness"
"2468","ChristtheKingSeminary"
"2469","CircleintheSquareTheaterSchool"
"2470","ClarksonUniversity"
"2471","ClintonCommunityCollege"
"2472","CochranSchoolofNursing"
"2473","ColgateRochesterCrozerDivinitySchool"
"2474","ColgateUniversity"
"2475","MetropolitanCollegeofNewYork"
"2476","ColumbiaUniversityintheCityofNewYork"
"2477","Columbia-GreeneCommunityCollege"
"2478","EmpireBeautySchool-Queens"
"2479","ConcordiaCollege-NewYork"
"2480","ContinentalSchoolofBeautyCulture-Buffalo"
"2481","ContinentalSchoolofBeautyCulture-Batavia"
"2482","ContinentalSchoolofBeautyCulture-Rochester"
"2483","CooperUnionfortheAdvancementofScienceandArt"
"2484","CornellUniversity"
"2485","WeillCornellMedicalCollege"
"2486","CorningCommunityCollege"
"2487","PomeroyCollegeofNursingatCrouseHospital"
"2488","CulinaryInstituteofAmerica"
"2489","CUNYBernardMBaruchCollege"
